date,canton,severity,road_condition,vehicle_type,road_type,week,year,day_of_week,month
2020-01-08 08:59:14.630926,SG,light,icy,car,highway,2,2020,Wednesday,1
2020-01-08 10:44:23.092618,UR,light,snow,car,main_road,2,2020,Wednesday,1
2020-01-08 12:29:31.554310,BS,light,wet,car,main_road,2,2020,Wednesday,1
2020-01-08 14:14:40.016003,VS,light,snow,truck,side_road,2,2020,Wednesday,1
2020-01-08 15:59:48.477695,LU,light,dry,truck,highway,2,2020,Wednesday,1
2020-01-08 17:44:56.939387,FR,light,dry,car,side_road,2,2020,Wednesday,1
2020-01-08 19:30:05.401080,TG,light,icy,car,side_road,2,2020,Wednesday,1
2020-01-08 21:15:13.862772,BE,light,wet,car,side_road,2,2020,Wednesday,1
2020-01-08 23:00:22.324464,ZH,serious,dry,car,main_road,2,2020,Wednesday,1
2020-01-09 00:45:30.786157,LU,serious,dry,motorcycle,side_road,2,2020,Thursday,1
2020-01-09 02:30:39.247849,BE,serious,dry,motorcycle,side_road,2,2020,Thursday,1
2020-01-09 04:15:47.709541,VS,light,snow,bicycle,main_road,2,2020,Thursday,1
2020-01-09 06:00:56.171234,TI,light,wet,car,side_road,2,2020,Thursday,1
2020-01-09 07:46:04.632926,SG,light,dry,car,main_road,2,2020,Thursday,1
2020-01-09 09:31:13.094618,VD,light,dry,truck,main_road,2,2020,Thursday,1
2020-01-09 11:16:21.556311,TI,light,dry,car,main_road,2,2020,Thursday,1
2020-01-09 13:01:30.018003,BE,light,icy,truck,main_road,2,2020,Thursday,1
2020-01-09 14:46:38.479695,VD,light,dry,car,highway,2,2020,Thursday,1
2020-01-09 16:31:46.941388,BL,light,snow,car,main_road,2,2020,Thursday,1
2020-01-09 18:16:55.403080,TI,light,dry,car,side_road,2,2020,Thursday,1
2020-01-09 20:02:03.864772,VD,serious,dry,car,side_road,2,2020,Thursday,1
2020-01-09 21:47:12.326465,UR,light,snow,car,side_road,2,2020,Thursday,1
2020-01-09 23:32:20.788157,ZH,light,snow,car,main_road,2,2020,Thursday,1
2020-01-10 01:17:29.249849,BE,serious,dry,car,side_road,2,2020,Friday,1
2020-01-10 03:02:37.711542,FR,light,snow,car,highway,2,2020,Friday,1
2020-01-10 04:47:46.173234,TI,light,wet,car,side_road,2,2020,Friday,1
2020-01-10 06:32:54.634926,VD,light,snow,car,highway,2,2020,Friday,1
2020-01-10 08:18:03.096619,ZH,light,icy,truck,main_road,2,2020,Friday,1
2020-01-10 10:03:11.558311,BS,serious,icy,car,side_road,2,2020,Friday,1
2020-01-10 11:48:20.020004,FR,light,snow,car,main_road,2,2020,Friday,1
2020-01-10 13:33:28.481696,BE,light,dry,bicycle,highway,2,2020,Friday,1
2020-01-10 15:18:36.943388,ZH,light,icy,bicycle,side_road,2,2020,Friday,1
2020-01-10 17:03:45.405081,SZ,light,wet,car,main_road,2,2020,Friday,1
2020-01-10 18:48:53.866773,NE,serious,dry,motorcycle,highway,2,2020,Friday,1
2020-01-10 20:34:02.328465,SZ,light,dry,car,highway,2,2020,Friday,1
2020-01-10 22:19:10.790158,BL,light,dry,car,main_road,2,2020,Friday,1
2020-01-11 00:04:19.251850,AG,light,icy,car,highway,2,2020,Saturday,1
2020-01-11 01:49:27.713542,GL,light,icy,car,side_road,2,2020,Saturday,1
2020-01-11 03:34:36.175235,GE,serious,icy,truck,main_road,2,2020,Saturday,1
2020-01-11 05:19:44.636927,GE,light,dry,motorcycle,side_road,2,2020,Saturday,1
2020-01-11 07:04:53.098619,LU,light,wet,bicycle,highway,2,2020,Saturday,1
2020-01-11 08:50:01.560312,BS,light,snow,motorcycle,main_road,2,2020,Saturday,1
2020-01-11 10:35:10.022004,LU,light,wet,car,side_road,2,2020,Saturday,1
2020-01-11 12:20:18.483696,LU,light,icy,car,side_road,2,2020,Saturday,1
2020-01-11 14:05:26.945389,ZH,serious,snow,bicycle,side_road,2,2020,Saturday,1
2020-01-11 15:50:35.407081,SG,light,snow,motorcycle,side_road,2,2020,Saturday,1
2020-01-11 17:35:43.868773,BS,serious,icy,motorcycle,main_road,2,2020,Saturday,1
2020-01-11 19:20:52.330466,ZH,light,snow,bicycle,main_road,2,2020,Saturday,1
2020-01-11 21:06:00.792158,LU,light,wet,car,side_road,2,2020,Saturday,1
2020-01-11 22:51:09.253850,VS,light,snow,motorcycle,highway,2,2020,Saturday,1
2020-01-12 00:36:17.715543,LU,light,dry,truck,highway,2,2020,Sunday,1
2020-01-12 02:21:26.177235,BE,serious,dry,bicycle,main_road,2,2020,Sunday,1
2020-01-12 04:06:34.638927,BS,light,dry,car,side_road,2,2020,Sunday,1
2020-01-12 05:51:43.100620,GE,light,snow,car,main_road,2,2020,Sunday,1
2020-01-12 07:36:51.562312,LU,light,wet,car,highway,2,2020,Sunday,1
2020-01-12 09:22:00.024004,GR,light,dry,car,main_road,2,2020,Sunday,1
2020-01-12 11:07:08.485697,TG,light,dry,car,side_road,2,2020,Sunday,1
2020-01-12 12:52:16.947389,LU,light,snow,car,main_road,2,2020,Sunday,1
2020-01-12 14:37:25.409081,AG,light,snow,car,main_road,2,2020,Sunday,1
2020-01-12 16:22:33.870774,GL,light,icy,car,side_road,2,2020,Sunday,1
2020-01-12 18:07:42.332466,SG,light,icy,car,side_road,2,2020,Sunday,1
2020-01-12 19:52:50.794158,SG,light,wet,car,side_road,2,2020,Sunday,1
2020-01-12 21:37:59.255851,BL,light,wet,car,side_road,2,2020,Sunday,1
2020-01-12 23:23:07.717543,ZH,light,snow,car,main_road,2,2020,Sunday,1
2020-01-13 01:08:16.179235,VD,fatal,dry,car,main_road,3,2020,Monday,1
2020-01-13 02:53:24.640928,SZ,light,wet,car,main_road,3,2020,Monday,1
2020-01-13 04:38:33.102620,BE,light,wet,car,side_road,3,2020,Monday,1
2020-01-13 06:23:41.564312,ZH,light,wet,car,main_road,3,2020,Monday,1
2020-01-13 08:08:50.026005,AI,light,wet,motorcycle,side_road,3,2020,Monday,1
2020-01-13 09:53:58.487697,AG,light,icy,car,side_road,3,2020,Monday,1
2020-01-13 11:39:06.949389,ZH,light,dry,car,highway,3,2020,Monday,1
2020-01-13 13:24:15.411082,BS,light,icy,motorcycle,highway,3,2020,Monday,1
2020-01-13 15:09:23.872774,BE,light,dry,car,highway,3,2020,Monday,1
2020-01-13 16:54:32.334466,GR,light,dry,bicycle,main_road,3,2020,Monday,1
2020-01-13 18:39:40.796159,BE,light,dry,motorcycle,highway,3,2020,Monday,1
2020-01-13 20:24:49.257851,AG,serious,snow,car,side_road,3,2020,Monday,1
2020-01-13 22:09:57.719543,ZG,light,wet,car,highway,3,2020,Monday,1
2020-01-13 23:55:06.181236,VS,light,icy,car,main_road,3,2020,Monday,1
2020-01-14 01:40:14.642928,BE,serious,snow,car,highway,3,2020,Tuesday,1
2020-01-14 03:25:23.104620,SZ,light,icy,car,side_road,3,2020,Tuesday,1
2020-01-14 05:10:31.566313,ZH,light,wet,car,side_road,3,2020,Tuesday,1
2020-01-14 06:55:40.028005,VS,light,wet,motorcycle,side_road,3,2020,Tuesday,1
2020-01-14 08:40:48.489697,VD,serious,wet,car,side_road,3,2020,Tuesday,1
2020-01-14 10:25:56.951390,LU,light,icy,car,main_road,3,2020,Tuesday,1
2020-01-14 12:11:05.413082,GR,serious,wet,car,main_road,3,2020,Tuesday,1
2020-01-14 13:56:13.874774,TI,light,snow,car,highway,3,2020,Tuesday,1
2020-01-14 15:41:22.336467,BL,light,snow,car,main_road,3,2020,Tuesday,1
2020-01-14 17:26:30.798159,BL,serious,dry,car,side_road,3,2020,Tuesday,1
2020-01-14 19:11:39.259851,LU,light,dry,car,highway,3,2020,Tuesday,1
2020-01-14 20:56:47.721544,ZH,light,icy,bicycle,highway,3,2020,Tuesday,1
2020-01-14 22:41:56.183236,VS,light,wet,car,side_road,3,2020,Tuesday,1
2020-01-15 00:27:04.644928,VS,light,dry,car,side_road,3,2020,Wednesday,1
2020-01-15 02:12:13.106621,SG,serious,snow,car,side_road,3,2020,Wednesday,1
2020-01-15 03:57:21.568313,SZ,light,dry,car,main_road,3,2020,Wednesday,1
2020-01-15 05:42:30.030006,OW,light,snow,car,side_road,3,2020,Wednesday,1
2020-01-15 07:27:38.491698,AG,light,snow,truck,main_road,3,2020,Wednesday,1
2020-01-15 09:12:46.953390,VS,light,snow,bicycle,highway,3,2020,Wednesday,1
2020-01-15 10:57:55.415083,VD,light,dry,car,side_road,3,2020,Wednesday,1
2020-01-15 12:43:03.876775,TI,light,dry,car,side_road,3,2020,Wednesday,1
2020-01-15 14:28:12.338467,GR,light,icy,car,highway,3,2020,Wednesday,1
2020-01-15 16:13:20.800160,ZH,fatal,dry,car,main_road,3,2020,Wednesday,1
2020-01-15 17:58:29.261852,BE,light,wet,car,main_road,3,2020,Wednesday,1
2020-01-15 19:43:37.723544,VS,light,wet,car,highway,3,2020,Wednesday,1
2020-01-15 21:28:46.185237,SG,serious,dry,car,side_road,3,2020,Wednesday,1
2020-01-15 23:13:54.646929,ZH,light,dry,car,main_road,3,2020,Wednesday,1
2020-01-16 00:59:03.108621,ZH,light,snow,motorcycle,side_road,3,2020,Thursday,1
2020-01-16 02:44:11.570314,GR,light,dry,motorcycle,side_road,3,2020,Thursday,1
2020-01-16 04:29:20.032006,ZH,serious,dry,car,main_road,3,2020,Thursday,1
2020-01-16 06:14:28.493698,BE,light,icy,car,highway,3,2020,Thursday,1
2020-01-16 07:59:36.955391,BL,serious,snow,bicycle,main_road,3,2020,Thursday,1
2020-01-16 09:44:45.417083,AG,light,wet,car,highway,3,2020,Thursday,1
2020-01-16 11:29:53.878775,GR,light,dry,truck,main_road,3,2020,Thursday,1
2020-01-16 13:15:02.340468,BE,light,icy,car,main_road,3,2020,Thursday,1
2020-01-16 15:00:10.802160,AG,light,snow,car,side_road,3,2020,Thursday,1
2020-01-16 16:45:19.263852,LU,light,snow,car,main_road,3,2020,Thursday,1
2020-01-16 18:30:27.725545,SZ,light,icy,truck,side_road,3,2020,Thursday,1
2020-01-16 20:15:36.187237,TG,light,wet,car,main_road,3,2020,Thursday,1
2020-01-16 22:00:44.648929,GR,light,icy,car,side_road,3,2020,Thursday,1
2020-01-16 23:45:53.110622,VD,light,dry,car,side_road,3,2020,Thursday,1
2020-01-17 01:31:01.572314,GR,light,icy,truck,main_road,3,2020,Friday,1
2020-01-17 03:16:10.034006,SH,light,snow,bicycle,side_road,3,2020,Friday,1
2020-01-17 05:01:18.495699,ZH,light,snow,bicycle,side_road,3,2020,Friday,1
2020-01-17 06:46:26.957391,GL,light,dry,bicycle,side_road,3,2020,Friday,1
2020-01-17 08:31:35.419083,LU,light,dry,car,side_road,3,2020,Friday,1
2020-01-17 10:16:43.880776,LU,light,icy,car,main_road,3,2020,Friday,1
2020-01-17 12:01:52.342468,GE,light,snow,car,main_road,3,2020,Friday,1
2020-01-17 13:47:00.804160,ZG,serious,snow,car,highway,3,2020,Friday,1
2020-01-17 15:32:09.265853,VD,light,dry,truck,main_road,3,2020,Friday,1
2020-01-17 17:17:17.727545,SG,light,dry,truck,side_road,3,2020,Friday,1
2020-01-17 19:02:26.189237,TI,light,icy,car,side_road,3,2020,Friday,1
2020-01-17 20:47:34.650930,BS,light,wet,car,main_road,3,2020,Friday,1
2020-01-17 22:32:43.112622,SH,light,snow,bicycle,side_road,3,2020,Friday,1
2020-01-18 00:17:51.574314,BS,light,wet,car,side_road,3,2020,Saturday,1
2020-01-18 02:03:00.036007,BE,light,snow,car,main_road,3,2020,Saturday,1
2020-01-18 03:48:08.497699,AG,light,icy,car,highway,3,2020,Saturday,1
2020-01-18 05:33:16.959391,LU,light,snow,car,highway,3,2020,Saturday,1
2020-01-18 07:18:25.421084,ZH,light,wet,car,side_road,3,2020,Saturday,1
2020-01-18 09:03:33.882776,GR,light,snow,car,side_road,3,2020,Saturday,1
2020-01-18 10:48:42.344468,BE,light,dry,car,main_road,3,2020,Saturday,1
2020-01-18 12:33:50.806161,NE,serious,icy,bicycle,main_road,3,2020,Saturday,1
2020-01-18 14:18:59.267853,NE,light,dry,car,side_road,3,2020,Saturday,1
2020-01-18 16:04:07.729545,VS,light,wet,car,side_road,3,2020,Saturday,1
2020-01-18 17:49:16.191238,GL,serious,wet,bicycle,side_road,3,2020,Saturday,1
2020-01-18 19:34:24.652930,ZH,light,dry,car,side_road,3,2020,Saturday,1
2020-01-18 21:19:33.114622,VS,light,snow,car,main_road,3,2020,Saturday,1
2020-01-18 23:04:41.576315,FR,light,dry,truck,main_road,3,2020,Saturday,1
2020-01-19 00:49:50.038007,GE,serious,snow,car,main_road,3,2020,Sunday,1
2020-01-19 02:34:58.499699,GE,light,snow,motorcycle,side_road,3,2020,Sunday,1
2020-01-19 04:20:06.961392,VD,light,dry,car,main_road,3,2020,Sunday,1
2020-01-19 06:05:15.423084,LU,light,icy,car,side_road,3,2020,Sunday,1
2020-01-19 07:50:23.884776,ZG,serious,dry,car,main_road,3,2020,Sunday,1
2020-01-19 09:35:32.346469,VD,light,dry,car,side_road,3,2020,Sunday,1
2020-01-19 11:20:40.808161,UR,light,wet,motorcycle,main_road,3,2020,Sunday,1
2020-01-19 13:05:49.269853,BE,serious,snow,car,main_road,3,2020,Sunday,1
2020-01-19 14:50:57.731546,BL,light,dry,bicycle,side_road,3,2020,Sunday,1
2020-01-19 16:36:06.193238,VS,light,icy,motorcycle,highway,3,2020,Sunday,1
2020-01-19 18:21:14.654930,AG,light,icy,car,side_road,3,2020,Sunday,1
2020-01-19 20:06:23.116623,SH,light,snow,truck,main_road,3,2020,Sunday,1
2020-01-19 21:51:31.578315,ZH,serious,dry,car,main_road,3,2020,Sunday,1
2020-01-19 23:36:40.040008,SG,light,icy,car,side_road,3,2020,Sunday,1
2020-01-20 01:21:48.501700,GE,light,icy,truck,side_road,4,2020,Monday,1
2020-01-20 03:06:56.963392,BE,light,icy,car,main_road,4,2020,Monday,1
2020-01-20 04:52:05.425085,BL,light,snow,car,side_road,4,2020,Monday,1
2020-01-20 06:37:13.886777,VD,serious,snow,car,highway,4,2020,Monday,1
2020-01-20 08:22:22.348469,AG,light,dry,car,highway,4,2020,Monday,1
2020-01-20 10:07:30.810162,AG,light,wet,car,main_road,4,2020,Monday,1
2020-01-20 11:52:39.271854,AG,light,wet,car,main_road,4,2020,Monday,1
2020-01-20 13:37:47.733546,NW,serious,wet,car,main_road,4,2020,Monday,1
2020-01-20 15:22:56.195239,LU,light,wet,car,main_road,4,2020,Monday,1
2020-01-20 17:08:04.656931,TI,light,wet,car,main_road,4,2020,Monday,1
2020-01-20 18:53:13.118623,TI,light,wet,car,side_road,4,2020,Monday,1
2020-01-20 20:38:21.580316,VD,light,snow,car,main_road,4,2020,Monday,1
2020-01-20 22:23:30.042008,VS,light,dry,motorcycle,side_road,4,2020,Monday,1
2020-01-21 00:08:38.503700,BS,light,snow,car,side_road,4,2020,Tuesday,1
2020-01-21 01:53:46.965393,BS,light,wet,car,main_road,4,2020,Tuesday,1
2020-01-21 03:38:55.427085,TI,light,icy,car,main_road,4,2020,Tuesday,1
2020-01-21 05:24:03.888777,GR,light,snow,car,main_road,4,2020,Tuesday,1
2020-01-21 07:09:12.350470,AG,serious,wet,car,side_road,4,2020,Tuesday,1
2020-01-21 08:54:20.812162,TI,light,wet,bicycle,highway,4,2020,Tuesday,1
2020-01-21 10:39:29.273854,VD,fatal,wet,bicycle,main_road,4,2020,Tuesday,1
2020-01-21 12:24:37.735547,SZ,light,wet,truck,side_road,4,2020,Tuesday,1
2020-01-21 14:09:46.197239,ZG,light,snow,bicycle,side_road,4,2020,Tuesday,1
2020-01-21 15:54:54.658931,ZH,serious,snow,car,main_road,4,2020,Tuesday,1
2020-01-21 17:40:03.120624,AR,light,dry,car,main_road,4,2020,Tuesday,1
2020-01-21 19:25:11.582316,ZH,light,dry,motorcycle,side_road,4,2020,Tuesday,1
2020-01-21 21:10:20.044008,SO,fatal,wet,car,side_road,4,2020,Tuesday,1
2020-01-21 22:55:28.505701,BL,light,dry,truck,main_road,4,2020,Tuesday,1
2020-01-22 00:40:36.967393,LU,light,icy,motorcycle,main_road,4,2020,Wednesday,1
2020-01-22 02:25:45.429085,AI,light,dry,bicycle,side_road,4,2020,Wednesday,1
2020-01-22 04:10:53.890778,ZH,light,icy,car,side_road,4,2020,Wednesday,1
2020-01-22 05:56:02.352470,ZH,light,dry,truck,side_road,4,2020,Wednesday,1
2020-01-22 07:41:10.814162,VD,light,wet,car,main_road,4,2020,Wednesday,1
2020-01-22 09:26:19.275855,NW,light,icy,car,side_road,4,2020,Wednesday,1
2020-01-22 11:11:27.737547,ZH,light,wet,car,main_road,4,2020,Wednesday,1
2020-01-22 12:56:36.199239,BL,light,snow,motorcycle,highway,4,2020,Wednesday,1
2020-01-22 14:41:44.660932,TI,light,snow,bicycle,side_road,4,2020,Wednesday,1
2020-01-22 16:26:53.122624,BE,light,wet,car,main_road,4,2020,Wednesday,1
2020-01-22 18:12:01.584316,SG,light,dry,car,side_road,4,2020,Wednesday,1
2020-01-22 19:57:10.046009,ZH,light,snow,car,highway,4,2020,Wednesday,1
2020-01-22 21:42:18.507701,ZH,light,snow,bicycle,side_road,4,2020,Wednesday,1
2020-01-22 23:27:26.969393,BL,light,snow,car,main_road,4,2020,Wednesday,1
2020-01-23 01:12:35.431086,BL,light,dry,car,side_road,4,2020,Thursday,1
2020-01-23 02:57:43.892778,SG,serious,snow,car,highway,4,2020,Thursday,1
2020-01-23 04:42:52.354470,AG,light,dry,car,side_road,4,2020,Thursday,1
2020-01-23 06:28:00.816163,GE,light,snow,car,side_road,4,2020,Thursday,1
2020-01-23 08:13:09.277855,BS,light,snow,car,main_road,4,2020,Thursday,1
2020-01-23 09:58:17.739547,SZ,light,dry,bicycle,main_road,4,2020,Thursday,1
2020-01-23 11:43:26.201240,TI,serious,snow,truck,main_road,4,2020,Thursday,1
2020-01-23 13:28:34.662932,LU,serious,wet,car,side_road,4,2020,Thursday,1
2020-01-23 15:13:43.124624,FR,light,snow,bicycle,main_road,4,2020,Thursday,1
2020-01-23 16:58:51.586317,ZH,light,dry,car,main_road,4,2020,Thursday,1
2020-01-23 18:44:00.048009,ZH,serious,snow,car,main_road,4,2020,Thursday,1
2020-01-23 20:29:08.509701,GE,serious,dry,car,side_road,4,2020,Thursday,1
2020-01-23 22:14:16.971394,VD,light,snow,car,main_road,4,2020,Thursday,1
2020-01-23 23:59:25.433086,AG,light,icy,truck,highway,4,2020,Thursday,1
2020-01-24 01:44:33.894778,FR,light,wet,car,side_road,4,2020,Friday,1
2020-01-24 03:29:42.356471,BE,serious,dry,car,side_road,4,2020,Friday,1
2020-01-24 05:14:50.818163,BE,light,snow,motorcycle,highway,4,2020,Friday,1
2020-01-24 06:59:59.279855,LU,light,dry,car,side_road,4,2020,Friday,1
2020-01-24 08:45:07.741548,BL,light,icy,motorcycle,side_road,4,2020,Friday,1
2020-01-24 10:30:16.203240,AG,light,dry,motorcycle,main_road,4,2020,Friday,1
2020-01-24 12:15:24.664932,GR,light,snow,car,main_road,4,2020,Friday,1
2020-01-24 14:00:33.126625,LU,fatal,dry,truck,side_road,4,2020,Friday,1
