timestamp,location_id,location_name,capacity,occupied_spots,free_spots,occupancy_rate,location_type,latitude,longitude,hour,day_of_week,day_name,week,month,is_rush_hour,is_weekend,is_night,temperature,precipitation,weather_condition
2026-02-27 18:58:21.430215,welle,Parkhaus Welle,450,421,29,0.9359999999999999,parkhaus,46.9496,7.4376,18,4,Friday,9,2,1,0,0,2.7,0.0,rainy
2026-02-27 19:58:21.430215,welle,Parkhaus Welle,450,296,154,0.659,parkhaus,46.9496,7.4376,19,4,Friday,9,2,0,0,0,5.2,0.0,cloudy
2026-02-27 20:58:21.430215,welle,Parkhaus Welle,450,251,199,0.558,parkhaus,46.9496,7.4376,20,4,Friday,9,2,0,0,0,2.2,1.0,cloudy
2026-02-27 21:58:21.430215,welle,Parkhaus Welle,450,342,108,0.76,parkhaus,46.9496,7.4376,21,4,Friday,9,2,0,0,0,4.2,8.6,rainy
2026-02-27 22:58:21.430215,welle,Parkhaus Welle,450,135,315,0.302,parkhaus,46.9496,7.4376,22,4,Friday,9,2,0,0,1,3.7,1.3,cloudy
2026-02-27 23:58:21.430215,welle,Parkhaus Welle,450,146,304,0.327,parkhaus,46.9496,7.4376,23,4,Friday,9,2,0,0,1,5.0,1.9,cloudy
2026-02-28 00:58:21.430215,welle,Parkhaus Welle,450,203,247,0.452,parkhaus,46.9496,7.4376,0,5,Saturday,9,2,0,1,1,-1.7,3.0,sunny
2026-02-28 01:58:21.430215,welle,Parkhaus Welle,450,327,123,0.728,parkhaus,46.9496,7.4376,1,5,Saturday,9,2,0,1,1,4.9,4.3,rainy
2026-02-28 02:58:21.430215,welle,Parkhaus Welle,450,224,226,0.499,parkhaus,46.9496,7.4376,2,5,Saturday,9,2,0,1,1,2.1,2.5,sunny
2026-02-28 03:58:21.430215,welle,Parkhaus Welle,450,222,228,0.495,parkhaus,46.9496,7.4376,3,5,Saturday,9,2,0,1,1,3.1,0.5,rainy
2026-02-28 04:58:21.430215,welle,Parkhaus Welle,450,254,196,0.566,parkhaus,46.9496,7.4376,4,5,Saturday,9,2,0,1,1,1.3,1.3,sunny
2026-02-28 05:58:21.430215,welle,Parkhaus Welle,450,181,269,0.402,parkhaus,46.9496,7.4376,5,5,Saturday,9,2,0,1,1,7.5,5.3,cloudy
2026-02-28 06:58:21.430215,welle,Parkhaus Welle,450,232,218,0.517,parkhaus,46.9496,7.4376,6,5,Saturday,9,2,0,1,1,-3.6,0.4,cloudy
2026-02-28 07:58:21.430215,welle,Parkhaus Welle,450,401,49,0.893,parkhaus,46.9496,7.4376,7,5,Saturday,9,2,1,1,0,6.7,2.3,sunny
2026-02-28 08:58:21.430215,welle,Parkhaus Welle,450,424,26,0.944,parkhaus,46.9496,7.4376,8,5,Saturday,9,2,1,1,0,0.5,1.9,sunny
2026-02-28 09:58:21.430215,welle,Parkhaus Welle,450,441,9,0.98,parkhaus,46.9496,7.4376,9,5,Saturday,9,2,1,1,0,7.1,0.5,cloudy
2026-02-28 10:58:21.430215,welle,Parkhaus Welle,450,386,64,0.859,parkhaus,46.9496,7.4376,10,5,Saturday,9,2,0,1,0,6.2,0.8,cloudy
2026-02-28 11:58:21.430215,welle,Parkhaus Welle,450,366,84,0.814,parkhaus,46.9496,7.4376,11,5,Saturday,9,2,0,1,0,5.5,2.4,cloudy
2026-02-28 12:58:21.430215,welle,Parkhaus Welle,450,391,59,0.871,parkhaus,46.9496,7.4376,12,5,Saturday,9,2,0,1,0,5.0,0.7,rainy
2026-02-28 13:58:21.430215,welle,Parkhaus Welle,450,349,101,0.776,parkhaus,46.9496,7.4376,13,5,Saturday,9,2,0,1,0,9.3,1.1,sunny
2026-02-28 14:58:21.430215,welle,Parkhaus Welle,450,306,144,0.682,parkhaus,46.9496,7.4376,14,5,Saturday,9,2,0,1,0,0.7,0.7,sunny
2026-02-28 15:58:21.430215,welle,Parkhaus Welle,450,334,116,0.742,parkhaus,46.9496,7.4376,15,5,Saturday,9,2,0,1,0,0.8,3.4,sunny
2026-02-28 16:58:21.430215,welle,Parkhaus Welle,450,441,9,0.98,parkhaus,46.9496,7.4376,16,5,Saturday,9,2,1,1,0,0.5,0.7,rainy
2026-02-28 17:58:21.430215,welle,Parkhaus Welle,450,441,9,0.98,parkhaus,46.9496,7.4376,17,5,Saturday,9,2,1,1,0,5.3,2.4,cloudy
2026-02-28 18:58:21.430215,welle,Parkhaus Welle,450,441,9,0.98,parkhaus,46.9496,7.4376,18,5,Saturday,9,2,1,1,0,-1.4,1.8,rainy
2026-02-28 19:58:21.430215,welle,Parkhaus Welle,450,296,154,0.659,parkhaus,46.9496,7.4376,19,5,Saturday,9,2,0,1,0,5.5,0.2,cloudy
2026-02-28 20:58:21.430215,welle,Parkhaus Welle,450,371,79,0.826,parkhaus,46.9496,7.4376,20,5,Saturday,9,2,0,1,0,1.6,0.4,sunny
2026-02-28 21:58:21.430215,welle,Parkhaus Welle,450,382,68,0.849,parkhaus,46.9496,7.4376,21,5,Saturday,9,2,0,1,0,-0.7,1.9,rainy
2026-02-28 22:58:21.430215,welle,Parkhaus Welle,450,200,250,0.446,parkhaus,46.9496,7.4376,22,5,Saturday,9,2,0,1,1,-0.7,1.2,cloudy
2026-02-28 23:58:21.430215,welle,Parkhaus Welle,450,247,203,0.549,parkhaus,46.9496,7.4376,23,5,Saturday,9,2,0,1,1,0.1,0.1,snowy
2026-03-01 00:58:21.430215,welle,Parkhaus Welle,450,262,188,0.582,parkhaus,46.9496,7.4376,0,6,Sunday,9,3,0,1,1,5.5,0.4,cloudy
2026-03-01 01:58:21.430215,welle,Parkhaus Welle,450,258,192,0.575,parkhaus,46.9496,7.4376,1,6,Sunday,9,3,0,1,1,11.5,0.4,sunny
2026-03-01 02:58:21.430215,welle,Parkhaus Welle,450,194,256,0.433,parkhaus,46.9496,7.4376,2,6,Sunday,9,3,0,1,1,12.6,1.0,sunny
2026-03-01 03:58:21.430215,welle,Parkhaus Welle,450,249,201,0.5549999999999999,parkhaus,46.9496,7.4376,3,6,Sunday,9,3,0,1,1,12.9,1.1,rainy
2026-03-01 04:58:21.430215,welle,Parkhaus Welle,450,236,214,0.527,parkhaus,46.9496,7.4376,4,6,Sunday,9,3,0,1,1,8.1,0.1,sunny
2026-03-01 05:58:21.430215,welle,Parkhaus Welle,450,260,190,0.578,parkhaus,46.9496,7.4376,5,6,Sunday,9,3,0,1,1,10.9,4.3,cloudy
2026-03-01 06:58:21.430215,welle,Parkhaus Welle,450,207,243,0.462,parkhaus,46.9496,7.4376,6,6,Sunday,9,3,0,1,1,10.0,4.3,sunny
2026-03-01 07:58:21.430215,welle,Parkhaus Welle,450,441,9,0.98,parkhaus,46.9496,7.4376,7,6,Sunday,9,3,1,1,0,12.1,0.8,rainy
2026-03-01 08:58:21.430215,welle,Parkhaus Welle,450,432,18,0.961,parkhaus,46.9496,7.4376,8,6,Sunday,9,3,1,1,0,11.3,0.2,sunny
2026-03-01 09:58:21.430215,welle,Parkhaus Welle,450,441,9,0.98,parkhaus,46.9496,7.4376,9,6,Sunday,9,3,1,1,0,10.3,0.6,rainy
2026-03-01 10:58:21.430215,welle,Parkhaus Welle,450,425,25,0.945,parkhaus,46.9496,7.4376,10,6,Sunday,9,3,0,1,0,4.4,0.1,rainy
2026-03-01 11:58:21.430215,welle,Parkhaus Welle,450,408,42,0.908,parkhaus,46.9496,7.4376,11,6,Sunday,9,3,0,1,0,9.5,3.6,cloudy
2026-03-01 12:58:21.430215,welle,Parkhaus Welle,450,357,93,0.794,parkhaus,46.9496,7.4376,12,6,Sunday,9,3,0,1,0,10.3,0.4,sunny
2026-03-01 13:58:21.430215,welle,Parkhaus Welle,450,396,54,0.88,parkhaus,46.9496,7.4376,13,6,Sunday,9,3,0,1,0,7.9,1.1,sunny
2026-03-01 14:58:21.430215,welle,Parkhaus Welle,450,409,41,0.9089999999999999,parkhaus,46.9496,7.4376,14,6,Sunday,9,3,0,1,0,9.2,1.5,rainy
2026-03-01 15:58:21.430215,welle,Parkhaus Welle,450,336,114,0.748,parkhaus,46.9496,7.4376,15,6,Sunday,9,3,0,1,0,6.1,1.4,sunny
2026-03-01 16:58:21.430215,welle,Parkhaus Welle,450,441,9,0.98,parkhaus,46.9496,7.4376,16,6,Sunday,9,3,1,1,0,9.0,2.8,sunny
2026-03-01 17:58:21.430215,welle,Parkhaus Welle,450,441,9,0.98,parkhaus,46.9496,7.4376,17,6,Sunday,9,3,1,1,0,11.5,1.2,rainy
2026-03-01 18:58:21.430215,welle,Parkhaus Welle,450,441,9,0.98,parkhaus,46.9496,7.4376,18,6,Sunday,9,3,1,1,0,16.3,0.8,sunny
2026-03-01 19:58:21.430215,welle,Parkhaus Welle,450,416,34,0.925,parkhaus,46.9496,7.4376,19,6,Sunday,9,3,0,1,0,7.0,1.0,sunny
2026-03-01 20:58:21.430215,welle,Parkhaus Welle,450,265,185,0.59,parkhaus,46.9496,7.4376,20,6,Sunday,9,3,0,1,0,9.9,0.4,sunny
2026-03-01 21:58:21.430215,welle,Parkhaus Welle,450,389,61,0.866,parkhaus,46.9496,7.4376,21,6,Sunday,9,3,0,1,0,7.1,1.2,cloudy
2026-03-01 22:58:21.430215,welle,Parkhaus Welle,450,264,186,0.587,parkhaus,46.9496,7.4376,22,6,Sunday,9,3,0,1,1,9.7,0.4,rainy
2026-03-01 23:58:21.430215,welle,Parkhaus Welle,450,214,236,0.476,parkhaus,46.9496,7.4376,23,6,Sunday,9,3,0,1,1,9.3,0.8,cloudy
2026-03-02 00:58:21.430215,welle,Parkhaus Welle,450,160,290,0.357,parkhaus,46.9496,7.4376,0,0,Monday,10,3,0,0,1,12.5,2.7,sunny
2026-03-02 01:58:21.430215,welle,Parkhaus Welle,450,85,365,0.191,parkhaus,46.9496,7.4376,1,0,Monday,10,3,0,0,1,12.9,1.1,cloudy
2026-03-02 02:58:21.430215,welle,Parkhaus Welle,450,149,301,0.332,parkhaus,46.9496,7.4376,2,0,Monday,10,3,0,0,1,10.5,3.0,cloudy
2026-03-02 03:58:21.430215,welle,Parkhaus Welle,450,206,244,0.459,parkhaus,46.9496,7.4376,3,0,Monday,10,3,0,0,1,9.7,2.8,rainy
2026-03-02 04:58:21.430215,welle,Parkhaus Welle,450,210,240,0.468,parkhaus,46.9496,7.4376,4,0,Monday,10,3,0,0,1,13.6,1.6,sunny
2026-03-02 05:58:21.430215,welle,Parkhaus Welle,450,138,312,0.309,parkhaus,46.9496,7.4376,5,0,Monday,10,3,0,0,1,10.5,0.1,cloudy
2026-03-02 06:58:21.430215,welle,Parkhaus Welle,450,128,322,0.285,parkhaus,46.9496,7.4376,6,0,Monday,10,3,0,0,1,14.5,0.2,cloudy
2026-03-02 07:58:21.430215,welle,Parkhaus Welle,450,386,64,0.86,parkhaus,46.9496,7.4376,7,0,Monday,10,3,1,0,0,5.1,1.6,cloudy
2026-03-02 08:58:21.430215,welle,Parkhaus Welle,450,437,13,0.973,parkhaus,46.9496,7.4376,8,0,Monday,10,3,1,0,0,15.3,0.4,sunny
2026-03-02 09:58:21.430215,welle,Parkhaus Welle,450,441,9,0.98,parkhaus,46.9496,7.4376,9,0,Monday,10,3,1,0,0,8.1,0.2,rainy
2026-03-02 10:58:21.430215,welle,Parkhaus Welle,450,273,177,0.608,parkhaus,46.9496,7.4376,10,0,Monday,10,3,0,0,0,6.7,0.7,sunny
2026-03-02 11:58:21.430215,welle,Parkhaus Welle,450,346,104,0.7709999999999999,parkhaus,46.9496,7.4376,11,0,Monday,10,3,0,0,0,9.9,2.4,rainy
2026-03-02 12:58:21.430215,welle,Parkhaus Welle,450,295,155,0.658,parkhaus,46.9496,7.4376,12,0,Monday,10,3,0,0,0,6.5,2.0,sunny
2026-03-02 13:58:21.430215,welle,Parkhaus Welle,450,327,123,0.727,parkhaus,46.9496,7.4376,13,0,Monday,10,3,0,0,0,11.7,4.9,cloudy
2026-03-02 14:58:21.430215,welle,Parkhaus Welle,450,267,183,0.594,parkhaus,46.9496,7.4376,14,0,Monday,10,3,0,0,0,8.6,2.0,sunny
2026-03-02 15:58:21.430215,welle,Parkhaus Welle,450,316,134,0.704,parkhaus,46.9496,7.4376,15,0,Monday,10,3,0,0,0,10.9,3.2,rainy
2026-03-02 16:58:21.430215,welle,Parkhaus Welle,450,390,60,0.869,parkhaus,46.9496,7.4376,16,0,Monday,10,3,1,0,0,7.1,0.4,sunny
2026-03-02 17:58:21.430215,welle,Parkhaus Welle,450,352,98,0.783,parkhaus,46.9496,7.4376,17,0,Monday,10,3,1,0,0,9.3,1.0,sunny
2026-03-02 18:58:21.430215,welle,Parkhaus Welle,450,415,35,0.924,parkhaus,46.9496,7.4376,18,0,Monday,10,3,1,0,0,10.3,1.2,sunny
2026-03-02 19:58:21.430215,welle,Parkhaus Welle,450,337,113,0.751,parkhaus,46.9496,7.4376,19,0,Monday,10,3,0,0,0,9.4,0.8,rainy
2026-03-02 20:58:21.430215,welle,Parkhaus Welle,450,292,158,0.65,parkhaus,46.9496,7.4376,20,0,Monday,10,3,0,0,0,14.8,0.0,sunny
2026-03-02 21:58:21.430215,welle,Parkhaus Welle,450,284,166,0.631,parkhaus,46.9496,7.4376,21,0,Monday,10,3,0,0,0,11.8,0.0,sunny
2026-03-02 22:58:21.430215,welle,Parkhaus Welle,450,106,344,0.237,parkhaus,46.9496,7.4376,22,0,Monday,10,3,0,0,1,10.6,1.8,cloudy
2026-03-02 23:58:21.430215,welle,Parkhaus Welle,450,142,308,0.316,parkhaus,46.9496,7.4376,23,0,Monday,10,3,0,0,1,4.4,0.9,sunny
2026-03-03 00:58:21.430215,welle,Parkhaus Welle,450,181,269,0.403,parkhaus,46.9496,7.4376,0,1,Tuesday,10,3,0,0,1,11.1,4.4,rainy
2026-03-03 01:58:21.430215,welle,Parkhaus Welle,450,128,322,0.286,parkhaus,46.9496,7.4376,1,1,Tuesday,10,3,0,0,1,13.7,2.1,cloudy
2026-03-03 02:58:21.430215,welle,Parkhaus Welle,450,151,299,0.337,parkhaus,46.9496,7.4376,2,1,Tuesday,10,3,0,0,1,7.9,0.7,sunny
2026-03-03 03:58:21.430215,welle,Parkhaus Welle,450,172,278,0.382,parkhaus,46.9496,7.4376,3,1,Tuesday,10,3,0,0,1,9.4,0.4,sunny
2026-03-03 04:58:21.430215,welle,Parkhaus Welle,450,225,225,0.501,parkhaus,46.9496,7.4376,4,1,Tuesday,10,3,0,0,1,0.9,7.9,cloudy
2026-03-03 05:58:21.430215,welle,Parkhaus Welle,450,163,287,0.364,parkhaus,46.9496,7.4376,5,1,Tuesday,10,3,0,0,1,6.3,0.2,sunny
2026-03-03 06:58:21.430215,welle,Parkhaus Welle,450,202,248,0.451,parkhaus,46.9496,7.4376,6,1,Tuesday,10,3,0,0,1,3.7,2.1,rainy
2026-03-03 07:58:21.430215,welle,Parkhaus Welle,450,402,48,0.894,parkhaus,46.9496,7.4376,7,1,Tuesday,10,3,1,0,0,10.3,0.5,cloudy
2026-03-03 08:58:21.430215,welle,Parkhaus Welle,450,335,115,0.746,parkhaus,46.9496,7.4376,8,1,Tuesday,10,3,1,0,0,9.5,2.2,snowy
2026-03-03 09:58:21.430215,welle,Parkhaus Welle,450,404,46,0.898,parkhaus,46.9496,7.4376,9,1,Tuesday,10,3,1,0,0,9.7,1.8,cloudy
2026-03-03 10:58:21.430215,welle,Parkhaus Welle,450,294,156,0.655,parkhaus,46.9496,7.4376,10,1,Tuesday,10,3,0,0,0,8.7,2.0,cloudy
2026-03-03 11:58:21.430215,welle,Parkhaus Welle,450,381,69,0.847,parkhaus,46.9496,7.4376,11,1,Tuesday,10,3,0,0,0,13.1,2.5,cloudy
2026-03-03 12:58:21.430215,welle,Parkhaus Welle,450,285,165,0.635,parkhaus,46.9496,7.4376,12,1,Tuesday,10,3,0,0,0,6.3,1.1,cloudy
2026-03-03 13:58:21.430215,welle,Parkhaus Welle,450,303,147,0.674,parkhaus,46.9496,7.4376,13,1,Tuesday,10,3,0,0,0,9.8,1.0,sunny
2026-03-03 14:58:21.430215,welle,Parkhaus Welle,450,291,159,0.647,parkhaus,46.9496,7.4376,14,1,Tuesday,10,3,0,0,0,11.8,1.3,cloudy
2026-03-03 15:58:21.430215,welle,Parkhaus Welle,450,286,164,0.637,parkhaus,46.9496,7.4376,15,1,Tuesday,10,3,0,0,0,9.5,0.8,rainy
2026-03-03 16:58:21.430215,welle,Parkhaus Welle,450,441,9,0.98,parkhaus,46.9496,7.4376,16,1,Tuesday,10,3,1,0,0,9.7,0.9,rainy
2026-03-03 17:58:21.430215,welle,Parkhaus Welle,450,432,18,0.96,parkhaus,46.9496,7.4376,17,1,Tuesday,10,3,1,0,0,7.5,0.8,cloudy
2026-03-03 18:58:21.430215,welle,Parkhaus Welle,450,441,9,0.98,parkhaus,46.9496,7.4376,18,1,Tuesday,10,3,1,0,0,9.0,2.3,rainy
2026-03-03 19:58:21.430215,welle,Parkhaus Welle,450,259,191,0.577,parkhaus,46.9496,7.4376,19,1,Tuesday,10,3,0,0,0,12.2,0.6,snowy
2026-03-03 20:58:21.430215,welle,Parkhaus Welle,450,343,107,0.762,parkhaus,46.9496,7.4376,20,1,Tuesday,10,3,0,0,0,3.9,5.5,sunny
2026-03-03 21:58:21.430215,welle,Parkhaus Welle,450,242,208,0.538,parkhaus,46.9496,7.4376,21,1,Tuesday,10,3,0,0,0,9.5,9.8,sunny
2026-03-03 22:58:21.430215,welle,Parkhaus Welle,450,178,272,0.397,parkhaus,46.9496,7.4376,22,1,Tuesday,10,3,0,0,1,8.2,0.9,sunny
2026-03-03 23:58:21.430215,welle,Parkhaus Welle,450,236,214,0.525,parkhaus,46.9496,7.4376,23,1,Tuesday,10,3,0,0,1,9.8,0.2,cloudy
2026-03-04 00:58:21.430215,welle,Parkhaus Welle,450,121,329,0.271,parkhaus,46.9496,7.4376,0,2,Wednesday,10,3,0,0,1,15.3,2.6,cloudy
2026-03-04 01:58:21.430215,welle,Parkhaus Welle,450,173,277,0.385,parkhaus,46.9496,7.4376,1,2,Wednesday,10,3,0,0,1,8.7,2.0,rainy
2026-03-04 02:58:21.430215,welle,Parkhaus Welle,450,161,289,0.358,parkhaus,46.9496,7.4376,2,2,Wednesday,10,3,0,0,1,14.5,0.3,sunny
2026-03-04 03:58:21.430215,welle,Parkhaus Welle,450,175,275,0.39,parkhaus,46.9496,7.4376,3,2,Wednesday,10,3,0,0,1,13.3,0.6,rainy
2026-03-04 04:58:21.430215,welle,Parkhaus Welle,450,101,349,0.226,parkhaus,46.9496,7.4376,4,2,Wednesday,10,3,0,0,1,10.1,2.2,cloudy
2026-03-04 05:58:21.430215,welle,Parkhaus Welle,450,159,291,0.355,parkhaus,46.9496,7.4376,5,2,Wednesday,10,3,0,0,1,10.3,1.6,cloudy
2026-03-04 06:58:21.430215,welle,Parkhaus Welle,450,119,331,0.265,parkhaus,46.9496,7.4376,6,2,Wednesday,10,3,0,0,1,10.5,0.9,sunny
2026-03-04 07:58:21.430215,welle,Parkhaus Welle,450,422,28,0.938,parkhaus,46.9496,7.4376,7,2,Wednesday,10,3,1,0,0,7.5,0.3,sunny
2026-03-04 08:58:21.430215,welle,Parkhaus Welle,450,371,79,0.826,parkhaus,46.9496,7.4376,8,2,Wednesday,10,3,1,0,0,11.9,1.9,cloudy
2026-03-04 09:58:21.430215,welle,Parkhaus Welle,450,441,9,0.98,parkhaus,46.9496,7.4376,9,2,Wednesday,10,3,1,0,0,8.2,0.8,cloudy
2026-03-04 10:58:21.430215,welle,Parkhaus Welle,450,264,186,0.587,parkhaus,46.9496,7.4376,10,2,Wednesday,10,3,0,0,0,10.1,0.5,cloudy
2026-03-04 11:58:21.430215,welle,Parkhaus Welle,450,280,170,0.624,parkhaus,46.9496,7.4376,11,2,Wednesday,10,3,0,0,0,3.4,0.7,cloudy
2026-03-04 12:58:21.430215,welle,Parkhaus Welle,450,357,93,0.7949999999999999,parkhaus,46.9496,7.4376,12,2,Wednesday,10,3,0,0,0,7.4,1.4,rainy
2026-03-04 13:58:21.430215,welle,Parkhaus Welle,450,248,202,0.552,parkhaus,46.9496,7.4376,13,2,Wednesday,10,3,0,0,0,11.6,0.1,cloudy
2026-03-04 14:58:21.430215,welle,Parkhaus Welle,450,336,114,0.748,parkhaus,46.9496,7.4376,14,2,Wednesday,10,3,0,0,0,6.6,1.6,rainy
2026-03-04 15:58:21.430215,welle,Parkhaus Welle,450,375,75,0.835,parkhaus,46.9496,7.4376,15,2,Wednesday,10,3,0,0,0,11.0,0.5,rainy
2026-03-04 16:58:21.430215,welle,Parkhaus Welle,450,347,103,0.771,parkhaus,46.9496,7.4376,16,2,Wednesday,10,3,1,0,0,8.5,1.3,sunny
2026-03-04 17:58:21.430215,welle,Parkhaus Welle,450,441,9,0.98,parkhaus,46.9496,7.4376,17,2,Wednesday,10,3,1,0,0,13.0,9.0,rainy
2026-03-04 18:58:21.430215,welle,Parkhaus Welle,450,414,36,0.921,parkhaus,46.9496,7.4376,18,2,Wednesday,10,3,1,0,0,13.8,0.0,cloudy
2026-03-04 19:58:21.430215,welle,Parkhaus Welle,450,356,94,0.7929999999999999,parkhaus,46.9496,7.4376,19,2,Wednesday,10,3,0,0,0,10.5,3.5,rainy
2026-03-04 20:58:21.430215,welle,Parkhaus Welle,450,247,203,0.551,parkhaus,46.9496,7.4376,20,2,Wednesday,10,3,0,0,0,10.0,1.4,cloudy
2026-03-04 21:58:21.430215,welle,Parkhaus Welle,450,244,206,0.544,parkhaus,46.9496,7.4376,21,2,Wednesday,10,3,0,0,0,10.1,0.6,cloudy
2026-03-04 22:58:21.430215,welle,Parkhaus Welle,450,176,274,0.392,parkhaus,46.9496,7.4376,22,2,Wednesday,10,3,0,0,1,9.9,4.5,cloudy
2026-03-04 23:58:21.430215,welle,Parkhaus Welle,450,168,282,0.374,parkhaus,46.9496,7.4376,23,2,Wednesday,10,3,0,0,1,13.6,1.6,sunny
2026-03-05 00:58:21.430215,welle,Parkhaus Welle,450,166,284,0.37,parkhaus,46.9496,7.4376,0,3,Thursday,10,3,0,0,1,17.5,0.5,cloudy
2026-03-05 01:58:21.430215,welle,Parkhaus Welle,450,169,281,0.378,parkhaus,46.9496,7.4376,1,3,Thursday,10,3,0,0,1,6.0,3.1,sunny
2026-03-05 02:58:21.430215,welle,Parkhaus Welle,450,133,317,0.296,parkhaus,46.9496,7.4376,2,3,Thursday,10,3,0,0,1,6.9,0.1,sunny
2026-03-05 03:58:21.430215,welle,Parkhaus Welle,450,202,248,0.449,parkhaus,46.9496,7.4376,3,3,Thursday,10,3,0,0,1,14.1,2.5,rainy
2026-03-05 04:58:21.430215,welle,Parkhaus Welle,450,168,282,0.373,parkhaus,46.9496,7.4376,4,3,Thursday,10,3,0,0,1,6.6,0.1,cloudy
2026-03-05 05:58:21.430215,welle,Parkhaus Welle,450,167,283,0.373,parkhaus,46.9496,7.4376,5,3,Thursday,10,3,0,0,1,5.9,1.4,rainy
2026-03-05 06:58:21.430215,welle,Parkhaus Welle,450,224,226,0.499,parkhaus,46.9496,7.4376,6,3,Thursday,10,3,0,0,1,16.3,0.7,sunny
2026-03-05 07:58:21.430215,welle,Parkhaus Welle,450,422,28,0.938,parkhaus,46.9496,7.4376,7,3,Thursday,10,3,1,0,0,9.2,0.2,cloudy
2026-03-05 08:58:21.430215,welle,Parkhaus Welle,450,362,88,0.805,parkhaus,46.9496,7.4376,8,3,Thursday,10,3,1,0,0,9.2,1.2,sunny
