timestamp,location_id,location_name,capacity,occupied_spots,free_spots,occupancy_rate,location_type,hour,day_of_week,day_name,week,month,date,is_rush_hour,is_weekend,is_sunday,is_market_day,temperature,precipitation,weather_condition,high_occupancy,hard_to_find_parking,has_free_spots,occupancy_level
2026-01-01 10:00:00,unteres_maetteli,Unteres Mätteli,120,61,59,0.513,public,10,3,Thursday,1,1,2026-01-01,0,0,0,0,-3.3,0.9,cloudy,0,0,1,medium
2026-01-01 11:00:00,unteres_maetteli,Unteres Mätteli,120,91,29,0.763,public,11,3,Thursday,1,1,2026-01-01,0,0,0,0,-0.1,2.1,rainy,1,0,1,high
2026-01-01 12:00:00,unteres_maetteli,Unteres Mätteli,120,98,22,0.819,public,12,3,Thursday,1,1,2026-01-01,0,0,0,0,-8.6,1.8,rainy,1,0,1,high
2026-01-01 13:00:00,unteres_maetteli,Unteres Mätteli,120,77,43,0.647,public,13,3,Thursday,1,1,2026-01-01,0,0,0,0,-5.4,0.1,rainy,0,0,1,medium
2026-01-01 14:00:00,unteres_maetteli,Unteres Mätteli,120,67,53,0.562,public,14,3,Thursday,1,1,2026-01-01,0,0,0,0,0.0,1.3,cloudy,0,0,1,medium
2026-01-01 15:00:00,unteres_maetteli,Unteres Mätteli,120,60,60,0.505,public,15,3,Thursday,1,1,2026-01-01,0,0,0,0,-2.4,1.1,sunny,0,0,1,medium
2026-01-01 16:00:00,unteres_maetteli,Unteres Mätteli,120,92,28,0.769,public,16,3,Thursday,1,1,2026-01-01,1,0,0,0,5.8,0.5,sunny,1,0,1,high
2026-01-01 17:00:00,unteres_maetteli,Unteres Mätteli,120,117,3,0.975,public,17,3,Thursday,1,1,2026-01-01,1,0,0,0,-4.4,6.6,snowy,1,1,0,high
2026-01-01 18:00:00,unteres_maetteli,Unteres Mätteli,120,93,27,0.777,public,18,3,Thursday,1,1,2026-01-01,1,0,0,0,-6.1,0.4,sunny,1,0,1,high
2026-01-01 19:00:00,unteres_maetteli,Unteres Mätteli,120,52,68,0.437,public,19,3,Thursday,1,1,2026-01-01,0,0,0,0,-5.5,1.2,cloudy,0,0,1,medium
2026-01-01 20:00:00,unteres_maetteli,Unteres Mätteli,120,92,28,0.767,public,20,3,Thursday,1,1,2026-01-01,0,0,0,0,-1.9,2.4,rainy,1,0,1,high
2026-01-01 21:00:00,unteres_maetteli,Unteres Mätteli,120,75,45,0.632,public,21,3,Thursday,1,1,2026-01-01,0,0,0,0,-2.6,0.3,snowy,0,0,1,medium
2026-01-01 22:00:00,unteres_maetteli,Unteres Mätteli,120,66,54,0.555,public,22,3,Thursday,1,1,2026-01-01,0,0,0,0,7.0,2.2,cloudy,0,0,1,medium
2026-01-01 23:00:00,unteres_maetteli,Unteres Mätteli,120,52,68,0.436,public,23,3,Thursday,1,1,2026-01-01,0,0,0,0,-3.5,0.8,cloudy,0,0,1,medium
2026-01-02 00:00:00,unteres_maetteli,Unteres Mätteli,120,60,60,0.506,public,0,4,Friday,1,1,2026-01-02,0,0,0,0,-1.7,0.8,cloudy,0,0,1,medium
2026-01-02 01:00:00,unteres_maetteli,Unteres Mätteli,120,79,41,0.659,public,1,4,Friday,1,1,2026-01-02,0,0,0,0,1.6,2.0,rainy,0,0,1,medium
2026-01-02 02:00:00,unteres_maetteli,Unteres Mätteli,120,66,54,0.558,public,2,4,Friday,1,1,2026-01-02,0,0,0,0,-2.4,0.0,rainy,0,0,1,medium
2026-01-02 03:00:00,unteres_maetteli,Unteres Mätteli,120,69,51,0.58,public,3,4,Friday,1,1,2026-01-02,0,0,0,0,0.3,3.0,cloudy,0,0,1,medium
2026-01-02 04:00:00,unteres_maetteli,Unteres Mätteli,120,60,60,0.502,public,4,4,Friday,1,1,2026-01-02,0,0,0,0,-0.3,1.6,cloudy,0,0,1,medium
2026-01-02 05:00:00,unteres_maetteli,Unteres Mätteli,120,63,57,0.527,public,5,4,Friday,1,1,2026-01-02,0,0,0,0,1.4,0.2,cloudy,0,0,1,medium
2026-01-02 06:00:00,unteres_maetteli,Unteres Mätteli,120,60,60,0.502,public,6,4,Friday,1,1,2026-01-02,0,0,0,0,-7.6,0.5,cloudy,0,0,1,medium
2026-01-02 07:00:00,unteres_maetteli,Unteres Mätteli,120,117,3,0.98,public,7,4,Friday,1,1,2026-01-02,1,0,0,0,1.3,0.4,cloudy,1,1,0,high
2026-01-02 08:00:00,unteres_maetteli,Unteres Mätteli,120,101,19,0.849,public,8,4,Friday,1,1,2026-01-02,1,0,0,0,-2.5,0.8,sunny,1,0,1,high
2026-01-02 09:00:00,unteres_maetteli,Unteres Mätteli,120,103,17,0.865,public,9,4,Friday,1,1,2026-01-02,1,0,0,0,-1.2,0.2,snowy,1,0,1,high
2026-01-02 10:00:00,unteres_maetteli,Unteres Mätteli,120,85,35,0.716,public,10,4,Friday,1,1,2026-01-02,0,0,0,0,-3.5,0.6,snowy,1,0,1,high
2026-01-02 11:00:00,unteres_maetteli,Unteres Mätteli,120,84,36,0.702,public,11,4,Friday,1,1,2026-01-02,0,0,0,0,4.7,0.5,snowy,1,0,1,high
2026-01-02 12:00:00,unteres_maetteli,Unteres Mätteli,120,98,22,0.817,public,12,4,Friday,1,1,2026-01-02,0,0,0,0,-10.1,0.3,snowy,1,0,1,high
2026-01-02 13:00:00,unteres_maetteli,Unteres Mätteli,120,65,55,0.543,public,13,4,Friday,1,1,2026-01-02,0,0,0,0,3.7,0.3,sunny,0,0,1,medium
2026-01-02 14:00:00,unteres_maetteli,Unteres Mätteli,120,71,49,0.594,public,14,4,Friday,1,1,2026-01-02,0,0,0,0,-4.6,0.8,cloudy,0,0,1,medium
2026-01-02 15:00:00,unteres_maetteli,Unteres Mätteli,120,67,53,0.566,public,15,4,Friday,1,1,2026-01-02,0,0,0,0,4.2,3.4,cloudy,0,0,1,medium
2026-01-02 16:00:00,unteres_maetteli,Unteres Mätteli,120,109,11,0.909,public,16,4,Friday,1,1,2026-01-02,1,0,0,0,3.0,0.9,cloudy,1,1,1,high
2026-01-02 17:00:00,unteres_maetteli,Unteres Mätteli,120,103,17,0.864,public,17,4,Friday,1,1,2026-01-02,1,0,0,0,2.1,1.9,cloudy,1,0,1,high
2026-01-02 18:00:00,unteres_maetteli,Unteres Mätteli,120,100,20,0.841,public,18,4,Friday,1,1,2026-01-02,1,0,0,0,1.4,2.2,cloudy,1,0,1,high
2026-01-02 19:00:00,unteres_maetteli,Unteres Mätteli,120,75,45,0.626,public,19,4,Friday,1,1,2026-01-02,0,0,0,0,7.1,0.1,snowy,0,0,1,medium
2026-01-02 20:00:00,unteres_maetteli,Unteres Mätteli,120,51,69,0.432,public,20,4,Friday,1,1,2026-01-02,0,0,0,0,-4.3,1.1,sunny,0,0,1,medium
2026-01-02 21:00:00,unteres_maetteli,Unteres Mätteli,120,59,61,0.492,public,21,4,Friday,1,1,2026-01-02,0,0,0,0,-4.3,0.8,sunny,0,0,1,medium
2026-01-02 22:00:00,unteres_maetteli,Unteres Mätteli,120,61,59,0.513,public,22,4,Friday,1,1,2026-01-02,0,0,0,0,-4.6,0.4,cloudy,0,0,1,medium
2026-01-02 23:00:00,unteres_maetteli,Unteres Mätteli,120,76,44,0.635,public,23,4,Friday,1,1,2026-01-02,0,0,0,0,1.8,0.6,cloudy,0,0,1,medium
2026-01-03 00:00:00,unteres_maetteli,Unteres Mätteli,120,69,51,0.577,public,0,5,Saturday,1,1,2026-01-03,0,1,0,0,-7.1,0.4,cloudy,0,0,1,medium
2026-01-03 01:00:00,unteres_maetteli,Unteres Mätteli,120,49,71,0.409,public,1,5,Saturday,1,1,2026-01-03,0,1,0,0,2.1,0.5,cloudy,0,0,1,medium
2026-01-03 02:00:00,unteres_maetteli,Unteres Mätteli,120,81,39,0.6759999999999999,public,2,5,Saturday,1,1,2026-01-03,0,1,0,0,-3.1,0.9,rainy,0,0,1,medium
2026-01-03 03:00:00,unteres_maetteli,Unteres Mätteli,120,74,46,0.619,public,3,5,Saturday,1,1,2026-01-03,0,1,0,0,-6.2,0.4,rainy,0,0,1,medium
2026-01-03 04:00:00,unteres_maetteli,Unteres Mätteli,120,71,49,0.596,public,4,5,Saturday,1,1,2026-01-03,0,1,0,0,-6.2,0.7,rainy,0,0,1,medium
2026-01-03 05:00:00,unteres_maetteli,Unteres Mätteli,120,83,37,0.699,public,5,5,Saturday,1,1,2026-01-03,0,1,0,0,-5.1,0.3,rainy,0,0,1,medium
2026-01-03 06:00:00,unteres_maetteli,Unteres Mätteli,120,87,33,0.732,public,6,5,Saturday,1,1,2026-01-03,0,1,0,0,-7.9,0.1,snowy,1,0,1,high
2026-01-03 07:00:00,unteres_maetteli,Unteres Mätteli,120,74,46,0.625,public,7,5,Saturday,1,1,2026-01-03,0,1,0,0,0.1,0.7,sunny,0,0,1,medium
2026-01-03 08:00:00,unteres_maetteli,Unteres Mätteli,120,57,63,0.483,public,8,5,Saturday,1,1,2026-01-03,0,1,0,0,1.5,0.3,cloudy,0,0,1,medium
2026-01-03 09:00:00,unteres_maetteli,Unteres Mätteli,120,63,57,0.525,public,9,5,Saturday,1,1,2026-01-03,0,1,0,0,1.9,0.9,cloudy,0,0,1,medium
2026-01-03 10:00:00,unteres_maetteli,Unteres Mätteli,120,111,9,0.9269999999999999,public,10,5,Saturday,1,1,2026-01-03,0,1,0,0,-4.4,0.4,rainy,1,1,1,high
2026-01-03 11:00:00,unteres_maetteli,Unteres Mätteli,120,117,3,0.978,public,11,5,Saturday,1,1,2026-01-03,0,1,0,0,-0.7,0.4,snowy,1,1,0,high
2026-01-03 12:00:00,unteres_maetteli,Unteres Mätteli,120,91,29,0.762,public,12,5,Saturday,1,1,2026-01-03,0,1,0,0,-1.9,0.7,sunny,1,0,1,high
2026-01-03 13:00:00,unteres_maetteli,Unteres Mätteli,120,94,26,0.785,public,13,5,Saturday,1,1,2026-01-03,0,1,0,0,0.8,0.1,cloudy,1,0,1,high
2026-01-03 14:00:00,unteres_maetteli,Unteres Mätteli,120,85,35,0.711,public,14,5,Saturday,1,1,2026-01-03,0,1,0,0,-0.1,0.6,cloudy,1,0,1,high
2026-01-03 15:00:00,unteres_maetteli,Unteres Mätteli,120,96,24,0.8039999999999999,public,15,5,Saturday,1,1,2026-01-03,0,1,0,0,-1.6,0.3,rainy,1,0,1,high
2026-01-03 16:00:00,unteres_maetteli,Unteres Mätteli,120,103,17,0.865,public,16,5,Saturday,1,1,2026-01-03,0,1,0,0,-9.4,0.9,sunny,1,0,1,high
2026-01-03 17:00:00,unteres_maetteli,Unteres Mätteli,120,109,11,0.908,public,17,5,Saturday,1,1,2026-01-03,0,1,0,0,-2.6,3.0,cloudy,1,1,1,high
2026-01-03 18:00:00,unteres_maetteli,Unteres Mätteli,120,65,55,0.544,public,18,5,Saturday,1,1,2026-01-03,0,1,0,0,-1.5,0.1,cloudy,0,0,1,medium
2026-01-03 19:00:00,unteres_maetteli,Unteres Mätteli,120,87,33,0.73,public,19,5,Saturday,1,1,2026-01-03,0,1,0,0,-4.7,2.0,rainy,1,0,1,high
2026-01-03 20:00:00,unteres_maetteli,Unteres Mätteli,120,81,39,0.6789999999999999,public,20,5,Saturday,1,1,2026-01-03,0,1,0,0,-3.0,1.5,rainy,0,0,1,medium
2026-01-03 21:00:00,unteres_maetteli,Unteres Mätteli,120,59,61,0.498,public,21,5,Saturday,1,1,2026-01-03,0,1,0,0,-7.1,0.3,sunny,0,0,1,medium
2026-01-03 22:00:00,unteres_maetteli,Unteres Mätteli,120,69,51,0.579,public,22,5,Saturday,1,1,2026-01-03,0,1,0,0,-3.2,3.5,sunny,0,0,1,medium
2026-01-03 23:00:00,unteres_maetteli,Unteres Mätteli,120,80,40,0.673,public,23,5,Saturday,1,1,2026-01-03,0,1,0,0,0.1,0.7,sunny,0,0,1,medium
2026-01-04 00:00:00,unteres_maetteli,Unteres Mätteli,120,31,89,0.262,public,0,6,Sunday,1,1,2026-01-04,0,1,1,0,6.4,1.8,snowy,0,0,1,low
2026-01-04 01:00:00,unteres_maetteli,Unteres Mätteli,120,46,74,0.39,public,1,6,Sunday,1,1,2026-01-04,0,1,1,0,-6.0,0.6,rainy,0,0,1,low
2026-01-04 02:00:00,unteres_maetteli,Unteres Mätteli,120,18,102,0.15000000000000002,public,2,6,Sunday,1,1,2026-01-04,0,1,1,0,-2.0,1.9,rainy,0,0,1,low
2026-01-04 03:00:00,unteres_maetteli,Unteres Mätteli,120,27,93,0.231,public,3,6,Sunday,1,1,2026-01-04,0,1,1,0,-5.8,4.1,cloudy,0,0,1,low
2026-01-04 04:00:00,unteres_maetteli,Unteres Mätteli,120,20,100,0.172,public,4,6,Sunday,1,1,2026-01-04,0,1,1,0,-2.3,1.4,cloudy,0,0,1,low
2026-01-04 05:00:00,unteres_maetteli,Unteres Mätteli,120,28,92,0.241,public,5,6,Sunday,1,1,2026-01-04,0,1,1,0,-2.8,0.1,rainy,0,0,1,low
2026-01-04 06:00:00,unteres_maetteli,Unteres Mätteli,120,20,100,0.172,public,6,6,Sunday,1,1,2026-01-04,0,1,1,0,1.4,4.5,cloudy,0,0,1,low
2026-01-04 07:00:00,unteres_maetteli,Unteres Mätteli,120,18,102,0.15000000000000002,public,7,6,Sunday,1,1,2026-01-04,0,1,1,0,2.0,0.1,rainy,0,0,1,low
2026-01-04 08:00:00,unteres_maetteli,Unteres Mätteli,120,17,103,0.147,public,8,6,Sunday,1,1,2026-01-04,0,1,1,0,-1.3,0.4,cloudy,0,0,1,low
2026-01-04 09:00:00,unteres_maetteli,Unteres Mätteli,120,23,97,0.194,public,9,6,Sunday,1,1,2026-01-04,0,1,1,0,-2.4,0.7,cloudy,0,0,1,low
2026-01-04 10:00:00,unteres_maetteli,Unteres Mätteli,120,33,87,0.283,public,10,6,Sunday,1,1,2026-01-04,0,1,1,0,2.8,0.5,sunny,0,0,1,low
2026-01-04 11:00:00,unteres_maetteli,Unteres Mätteli,120,14,106,0.124,public,11,6,Sunday,1,1,2026-01-04,0,1,1,0,-1.2,1.3,cloudy,0,0,1,low
2026-01-04 12:00:00,unteres_maetteli,Unteres Mätteli,120,12,108,0.1,public,12,6,Sunday,1,1,2026-01-04,0,1,1,0,4.1,0.5,cloudy,0,0,1,low
2026-01-04 13:00:00,unteres_maetteli,Unteres Mätteli,120,14,106,0.125,public,13,6,Sunday,1,1,2026-01-04,0,1,1,0,-8.5,0.6,sunny,0,0,1,low
2026-01-04 14:00:00,unteres_maetteli,Unteres Mätteli,120,28,92,0.238,public,14,6,Sunday,1,1,2026-01-04,0,1,1,0,5.2,0.5,cloudy,0,0,1,low
2026-01-04 15:00:00,unteres_maetteli,Unteres Mätteli,120,22,98,0.191,public,15,6,Sunday,1,1,2026-01-04,0,1,1,0,-4.4,0.2,cloudy,0,0,1,low
2026-01-04 16:00:00,unteres_maetteli,Unteres Mätteli,120,26,94,0.223,public,16,6,Sunday,1,1,2026-01-04,0,1,1,0,-6.3,0.2,snowy,0,0,1,low
2026-01-04 17:00:00,unteres_maetteli,Unteres Mätteli,120,36,84,0.306,public,17,6,Sunday,1,1,2026-01-04,0,1,1,0,-2.1,2.4,rainy,0,0,1,low
2026-01-04 18:00:00,unteres_maetteli,Unteres Mätteli,120,20,100,0.173,public,18,6,Sunday,1,1,2026-01-04,0,1,1,0,-6.6,3.0,sunny,0,0,1,low
2026-01-04 19:00:00,unteres_maetteli,Unteres Mätteli,120,29,91,0.242,public,19,6,Sunday,1,1,2026-01-04,0,1,1,0,0.3,0.4,cloudy,0,0,1,low
2026-01-04 20:00:00,unteres_maetteli,Unteres Mätteli,120,13,107,0.109,public,20,6,Sunday,1,1,2026-01-04,0,1,1,0,-3.8,0.9,cloudy,0,0,1,low
2026-01-04 21:00:00,unteres_maetteli,Unteres Mätteli,120,16,104,0.139,public,21,6,Sunday,1,1,2026-01-04,0,1,1,0,-0.8,0.2,sunny,0,0,1,low
2026-01-04 22:00:00,unteres_maetteli,Unteres Mätteli,120,16,104,0.134,public,22,6,Sunday,1,1,2026-01-04,0,1,1,0,-5.8,1.6,cloudy,0,0,1,low
2026-01-04 23:00:00,unteres_maetteli,Unteres Mätteli,120,6,114,0.05,public,23,6,Sunday,1,1,2026-01-04,0,1,1,0,-2.8,2.7,cloudy,0,0,1,low
2026-01-05 00:00:00,unteres_maetteli,Unteres Mätteli,120,80,40,0.6739999999999999,public,0,0,Monday,2,1,2026-01-05,0,0,0,0,-1.5,0.6,snowy,0,0,1,medium
2026-01-05 01:00:00,unteres_maetteli,Unteres Mätteli,120,68,52,0.571,public,1,0,Monday,2,1,2026-01-05,0,0,0,0,-2.7,0.1,cloudy,0,0,1,medium
2026-01-05 02:00:00,unteres_maetteli,Unteres Mätteli,120,78,42,0.65,public,2,0,Monday,2,1,2026-01-05,0,0,0,0,4.4,2.2,snowy,0,0,1,medium
2026-01-05 03:00:00,unteres_maetteli,Unteres Mätteli,120,75,45,0.631,public,3,0,Monday,2,1,2026-01-05,0,0,0,0,0.4,0.8,rainy,0,0,1,medium
2026-01-05 04:00:00,unteres_maetteli,Unteres Mätteli,120,52,68,0.437,public,4,0,Monday,2,1,2026-01-05,0,0,0,0,-1.1,0.3,sunny,0,0,1,medium
2026-01-05 05:00:00,unteres_maetteli,Unteres Mätteli,120,61,59,0.516,public,5,0,Monday,2,1,2026-01-05,0,0,0,0,-9.4,1.6,cloudy,0,0,1,medium
2026-01-05 06:00:00,unteres_maetteli,Unteres Mätteli,120,74,46,0.623,public,6,0,Monday,2,1,2026-01-05,0,0,0,0,-0.4,0.3,snowy,0,0,1,medium
2026-01-05 07:00:00,unteres_maetteli,Unteres Mätteli,120,94,26,0.786,public,7,0,Monday,2,1,2026-01-05,1,0,0,0,3.0,1.0,cloudy,1,0,1,high
2026-01-05 08:00:00,unteres_maetteli,Unteres Mätteli,120,100,20,0.837,public,8,0,Monday,2,1,2026-01-05,1,0,0,0,-4.7,0.5,sunny,1,0,1,high
2026-01-05 09:00:00,unteres_maetteli,Unteres Mätteli,120,105,15,0.882,public,9,0,Monday,2,1,2026-01-05,1,0,0,0,-2.7,5.8,cloudy,1,0,1,high
2026-01-05 10:00:00,unteres_maetteli,Unteres Mätteli,120,84,36,0.701,public,10,0,Monday,2,1,2026-01-05,0,0,0,0,-14.0,3.3,cloudy,1,0,1,high
2026-01-05 11:00:00,unteres_maetteli,Unteres Mätteli,120,85,35,0.714,public,11,0,Monday,2,1,2026-01-05,0,0,0,0,-6.9,0.4,sunny,1,0,1,high
2026-01-05 12:00:00,unteres_maetteli,Unteres Mätteli,120,86,34,0.721,public,12,0,Monday,2,1,2026-01-05,0,0,0,0,-10.3,0.2,sunny,1,0,1,high
2026-01-05 13:00:00,unteres_maetteli,Unteres Mätteli,120,83,37,0.694,public,13,0,Monday,2,1,2026-01-05,0,0,0,0,-1.5,0.3,cloudy,0,0,1,medium
2026-01-05 14:00:00,unteres_maetteli,Unteres Mätteli,120,65,55,0.546,public,14,0,Monday,2,1,2026-01-05,0,0,0,0,-2.5,0.7,cloudy,0,0,1,medium
2026-01-05 15:00:00,unteres_maetteli,Unteres Mätteli,120,77,43,0.648,public,15,0,Monday,2,1,2026-01-05,0,0,0,0,-2.4,0.8,rainy,0,0,1,medium
2026-01-05 16:00:00,unteres_maetteli,Unteres Mätteli,120,102,18,0.855,public,16,0,Monday,2,1,2026-01-05,1,0,0,0,-3.7,1.2,cloudy,1,0,1,high
2026-01-05 17:00:00,unteres_maetteli,Unteres Mätteli,120,117,3,0.98,public,17,0,Monday,2,1,2026-01-05,1,0,0,0,2.1,0.3,sunny,1,1,0,high
2026-01-05 18:00:00,unteres_maetteli,Unteres Mätteli,120,112,8,0.9349999999999999,public,18,0,Monday,2,1,2026-01-05,1,0,0,0,-6.9,2.3,snowy,1,1,1,high
2026-01-05 19:00:00,unteres_maetteli,Unteres Mätteli,120,80,40,0.6739999999999999,public,19,0,Monday,2,1,2026-01-05,0,0,0,0,-2.2,0.6,rainy,0,0,1,medium
2026-01-05 20:00:00,unteres_maetteli,Unteres Mätteli,120,65,55,0.547,public,20,0,Monday,2,1,2026-01-05,0,0,0,0,0.5,0.9,cloudy,0,0,1,medium
2026-01-05 21:00:00,unteres_maetteli,Unteres Mätteli,120,54,66,0.457,public,21,0,Monday,2,1,2026-01-05,0,0,0,0,-2.6,0.6,sunny,0,0,1,medium
2026-01-05 22:00:00,unteres_maetteli,Unteres Mätteli,120,76,44,0.641,public,22,0,Monday,2,1,2026-01-05,0,0,0,0,-2.3,0.9,cloudy,0,0,1,medium
2026-01-05 23:00:00,unteres_maetteli,Unteres Mätteli,120,85,35,0.71,public,23,0,Monday,2,1,2026-01-05,0,0,0,0,-5.2,0.4,rainy,1,0,1,high
2026-01-06 00:00:00,unteres_maetteli,Unteres Mätteli,120,73,47,0.613,public,0,1,Tuesday,2,1,2026-01-06,0,0,0,0,-3.3,1.3,cloudy,0,0,1,medium
2026-01-06 01:00:00,unteres_maetteli,Unteres Mätteli,120,57,63,0.477,public,1,1,Tuesday,2,1,2026-01-06,0,0,0,0,0.9,0.1,cloudy,0,0,1,medium
2026-01-06 02:00:00,unteres_maetteli,Unteres Mätteli,120,79,41,0.662,public,2,1,Tuesday,2,1,2026-01-06,0,0,0,0,-10.0,0.2,sunny,0,0,1,medium
2026-01-06 03:00:00,unteres_maetteli,Unteres Mätteli,120,52,68,0.438,public,3,1,Tuesday,2,1,2026-01-06,0,0,0,0,-2.6,1.7,sunny,0,0,1,medium
2026-01-06 04:00:00,unteres_maetteli,Unteres Mätteli,120,71,49,0.597,public,4,1,Tuesday,2,1,2026-01-06,0,0,0,0,-4.3,1.3,cloudy,0,0,1,medium
2026-01-06 05:00:00,unteres_maetteli,Unteres Mätteli,120,87,33,0.725,public,5,1,Tuesday,2,1,2026-01-06,0,0,0,0,-2.2,0.1,cloudy,1,0,1,high
2026-01-06 06:00:00,unteres_maetteli,Unteres Mätteli,120,68,52,0.571,public,6,1,Tuesday,2,1,2026-01-06,0,0,0,0,5.2,0.3,rainy,0,0,1,medium
2026-01-06 07:00:00,unteres_maetteli,Unteres Mätteli,120,96,24,0.805,public,7,1,Tuesday,2,1,2026-01-06,1,0,0,0,-3.7,1.8,cloudy,1,0,1,high
2026-01-06 08:00:00,unteres_maetteli,Unteres Mätteli,120,102,18,0.858,public,8,1,Tuesday,2,1,2026-01-06,1,0,0,0,4.0,1.0,sunny,1,0,1,high
2026-01-06 09:00:00,unteres_maetteli,Unteres Mätteli,120,109,11,0.91,public,9,1,Tuesday,2,1,2026-01-06,1,0,0,0,2.5,0.8,rainy,1,1,1,high
2026-01-06 10:00:00,unteres_maetteli,Unteres Mätteli,120,63,57,0.526,public,10,1,Tuesday,2,1,2026-01-06,0,0,0,0,-1.8,1.7,rainy,0,0,1,medium
2026-01-06 11:00:00,unteres_maetteli,Unteres Mätteli,120,84,36,0.705,public,11,1,Tuesday,2,1,2026-01-06,0,0,0,0,-1.6,0.0,sunny,1,0,1,high
2026-01-06 12:00:00,unteres_maetteli,Unteres Mätteli,120,73,47,0.615,public,12,1,Tuesday,2,1,2026-01-06,0,0,0,0,-1.2,0.6,cloudy,0,0,1,medium
2026-01-06 13:00:00,unteres_maetteli,Unteres Mätteli,120,100,20,0.838,public,13,1,Tuesday,2,1,2026-01-06,0,0,0,0,-5.2,1.0,rainy,1,0,1,high
2026-01-06 14:00:00,unteres_maetteli,Unteres Mätteli,120,75,45,0.626,public,14,1,Tuesday,2,1,2026-01-06,0,0,0,0,0.6,0.7,cloudy,0,0,1,medium
2026-01-06 15:00:00,unteres_maetteli,Unteres Mätteli,120,80,40,0.674,public,15,1,Tuesday,2,1,2026-01-06,0,0,0,0,-4.4,2.5,cloudy,0,0,1,medium
2026-01-06 16:00:00,unteres_maetteli,Unteres Mätteli,120,94,26,0.787,public,16,1,Tuesday,2,1,2026-01-06,1,0,0,0,-1.8,2.7,cloudy,1,0,1,high
2026-01-06 17:00:00,unteres_maetteli,Unteres Mätteli,120,110,10,0.9239999999999999,public,17,1,Tuesday,2,1,2026-01-06,1,0,0,0,-10.7,0.8,rainy,1,1,1,high
2026-01-06 18:00:00,unteres_maetteli,Unteres Mätteli,120,109,11,0.915,public,18,1,Tuesday,2,1,2026-01-06,1,0,0,0,-5.4,0.7,sunny,1,1,1,high
2026-01-06 19:00:00,unteres_maetteli,Unteres Mätteli,120,66,54,0.552,public,19,1,Tuesday,2,1,2026-01-06,0,0,0,0,0.2,0.1,rainy,0,0,1,medium
2026-01-06 20:00:00,unteres_maetteli,Unteres Mätteli,120,80,40,0.6679999999999999,public,20,1,Tuesday,2,1,2026-01-06,0,0,0,0,-6.4,2.2,rainy,0,0,1,medium
2026-01-06 21:00:00,unteres_maetteli,Unteres Mätteli,120,78,42,0.655,public,21,1,Tuesday,2,1,2026-01-06,0,0,0,0,-0.6,0.9,cloudy,0,0,1,medium
2026-01-06 22:00:00,unteres_maetteli,Unteres Mätteli,120,50,70,0.421,public,22,1,Tuesday,2,1,2026-01-06,0,0,0,0,-4.0,0.6,sunny,0,0,1,medium
2026-01-06 23:00:00,unteres_maetteli,Unteres Mätteli,120,67,53,0.565,public,23,1,Tuesday,2,1,2026-01-06,0,0,0,0,2.0,0.0,sunny,0,0,1,medium
2026-01-07 00:00:00,unteres_maetteli,Unteres Mätteli,120,80,40,0.6709999999999999,public,0,2,Wednesday,2,1,2026-01-07,0,0,0,0,3.1,0.2,rainy,0,0,1,medium
2026-01-07 01:00:00,unteres_maetteli,Unteres Mätteli,120,73,47,0.613,public,1,2,Wednesday,2,1,2026-01-07,0,0,0,0,-1.2,2.4,cloudy,0,0,1,medium
