year,week,canton,total_accidents,fatal_accidents,bad_road_accidents,avg_temp_max,avg_temp_min,total_precipitation,total_snowfall,avg_snow_depth,dominant_weather,avg_wind_speed,high_accident_week
2020,7,AG,3,0,2,2.942857142857143,-4.8,12.1,14.8,143.85714285714286,61,12.214285714285714,0
2020,7,AI,1,0,1,0.8428571428571427,-7.514285714285714,7.3,11.6,181.28571428571428,0,9.414285714285715,0
2020,7,BE,15,1,9,5.685714285714285,-3.185714285714286,21.6,0.0,180.0,61,4.614285714285714,1
2020,7,BL,5,0,4,-1.3142857142857145,-8.885714285714286,17.3,36.7,158.85714285714286,0,12.9,1
2020,7,BS,6,0,4,1.0714285714285714,-6.842857142857143,23.1,8.2,201.71428571428572,61,10.62857142857143,1
2020,7,FR,2,0,2,3.185714285714286,-3.8428571428571425,7.6,18.5,150.28571428571428,0,6.142857142857143,0
2020,7,GE,1,0,1,1.9142857142857144,-5.357142857142857,8.6,14.2,100.85714285714286,0,10.914285714285715,0
2020,7,GL,3,0,3,0.5285714285714286,-7.0857142857142845,15.299999999999999,23.8,267.14285714285717,71,6.814285714285715,0
2020,7,GR,2,0,2,-3.685714285714286,-11.685714285714285,9.0,27.3,295.0,71,10.528571428571428,0
2020,7,LU,7,0,6,1.3285714285714287,-7.714285714285714,12.9,31.6,127.57142857142857,61,8.057142857142859,1
2020,7,NE,1,0,1,3.1,-4.271428571428571,7.3,16.9,151.0,0,12.314285714285715,0
2020,7,OW,3,0,1,-0.8428571428571429,-8.885714285714286,17.9,17.400000000000002,229.0,71,10.714285714285714,0
2020,7,SG,5,0,4,-0.014285714285714362,-7.4142857142857155,6.1,9.7,210.28571428571428,0,6.085714285714286,1
2020,7,SH,1,0,1,-0.42857142857142855,-8.985714285714286,12.1,42.5,202.0,0,10.414285714285715,0
2020,7,SO,5,0,4,1.1,-5.785714285714286,10.9,5.800000000000001,142.0,0,6.228571428571429,1
2020,7,SZ,3,0,3,1.657142857142857,-7.3,15.1,3.0,141.85714285714286,61,6.6,0
2020,7,TG,3,0,2,-1.157142857142857,-8.514285714285714,17.7,59.199999999999996,170.28571428571428,71,8.442857142857143,0
2020,7,TI,4,0,2,5.042857142857143,-3.7857142857142856,17.9,6.1,74.71428571428571,61,14.728571428571428,1
2020,7,VD,5,0,5,3.3428571428571425,-4.528571428571429,16.0,8.7,128.42857142857142,61,6.7,1
2020,7,VS,4,1,4,-3.8,-12.885714285714286,23.6,35.3,176.0,71,6.985714285714286,1
2020,7,ZG,3,0,1,2.2142857142857144,-5.414285714285714,14.0,32.2,211.71428571428572,61,16.62857142857143,0
2020,7,ZH,14,0,11,2.0,-5.742857142857143,5.9,11.3,171.42857142857142,0,8.9,1
2020,8,AG,4,0,2,-0.7571428571428571,-9.042857142857143,7.1,20.7,150.42857142857142,0,11.0,1
2020,8,AI,2,0,2,0.34285714285714286,-8.157142857142857,16.700000000000003,29.9,194.42857142857142,61,9.799999999999999,0
2020,8,AR,1,0,1,-0.0285714285714286,-7.528571428571429,12.2,23.0,241.71428571428572,71,8.142857142857142,0
2020,8,BE,13,1,7,1.9571428571428573,-5.828571428571429,11.8,19.6,179.28571428571428,61,7.785714285714286,1
2020,8,BL,5,0,2,1.1428571428571428,-6.914285714285714,10.1,16.3,183.0,0,6.371428571428572,1
2020,8,BS,2,0,2,1.8000000000000003,-5.871428571428572,12.5,17.2,207.28571428571428,61,14.857142857142858,0
2020,8,FR,6,0,3,3.3285714285714287,-5.685714285714285,9.4,6.8,157.71428571428572,0,8.485714285714286,1
2020,8,GE,5,0,2,2.5285714285714285,-5.557142857142857,15.1,19.5,112.28571428571429,61,11.714285714285714,1
2020,8,GL,1,0,1,1.3857142857142857,-7.042857142857143,10.7,5.6,275.2857142857143,61,8.7,0
2020,8,GR,3,0,3,-1.9714285714285715,-10.271428571428572,20.099999999999998,58.4,351.14285714285717,71,11.671428571428573,0
2020,8,LU,9,0,5,1.0142857142857142,-6.385714285714285,8.3,55.599999999999994,175.57142857142858,0,9.871428571428572,1
2020,8,NW,2,0,2,3.4142857142857146,-2.742857142857143,15.1,5.2,121.28571428571429,61,11.428571428571429,0
2020,8,OW,1,0,1,2.5857142857142854,-5.428571428571429,11.1,6.7,231.57142857142858,61,12.157142857142857,0
2020,8,SG,3,0,2,1.1714285714285715,-5.814285714285715,14.9,27.1,216.71428571428572,61,13.171428571428573,0
2020,8,SH,3,0,3,1.6714285714285713,-5.814285714285715,19.2,26.2,225.71428571428572,61,12.299999999999999,0
2020,8,SO,2,0,2,-1.7285714285714284,-8.342857142857143,7.6,26.1,153.14285714285714,71,4.814285714285715,0
2020,8,SZ,3,0,2,2.3857142857142857,-5.514285714285713,20.1,10.0,139.14285714285714,61,14.3,0
2020,8,TG,2,0,2,1.2857142857142858,-7.571428571428571,14.700000000000001,6.4,193.85714285714286,61,6.242857142857143,0
2020,8,TI,7,0,7,5.3999999999999995,-2.4857142857142853,17.3,2.4,65.85714285714286,61,7.728571428571428,1
2020,8,VD,5,0,1,2.9857142857142853,-5.242857142857143,19.900000000000002,15.600000000000001,128.28571428571428,61,6.171428571428571,1
2020,8,VS,4,0,2,-0.7428571428571429,-7.8428571428571425,9.8,36.0,207.57142857142858,0,5.771428571428571,1
2020,8,ZG,2,0,1,2.685714285714286,-4.742857142857143,15.0,30.599999999999998,233.0,61,9.414285714285715,0
2020,8,ZH,11,0,7,-0.6142857142857144,-7.685714285714285,21.8,35.1,193.71428571428572,71,16.77142857142857,1
2020,9,AG,7,0,6,2.0714285714285716,-5.485714285714286,16.5,17.8,163.42857142857142,61,6.3999999999999995,1
2020,9,AI,2,0,2,0.5428571428571428,-6.7,10.2,22.4,219.42857142857142,0,8.72857142857143,0
2020,9,AR,1,0,0,1.7142857142857142,-5.757142857142857,22.4,15.6,250.57142857142858,61,17.314285714285713,0
2020,9,BE,11,1,5,4.585714285714286,-3.3714285714285714,10.2,12.2,184.57142857142858,61,15.442857142857141,1
2020,9,BL,5,0,5,1.3571428571428572,-5.971428571428572,13.7,19.7,189.14285714285714,61,5.1000000000000005,1
2020,9,BS,3,1,3,3.1714285714285717,-4.314285714285714,10.9,9.4,211.42857142857142,0,22.585714285714285,0
2020,9,FR,6,0,3,4.328571428571428,-3.6,18.3,9.9,152.0,0,15.685714285714287,1
2020,9,GE,1,0,1,3.085714285714286,-4.257142857142857,20.7,3.8000000000000003,112.42857142857143,0,10.542857142857143,0
2020,9,GR,1,0,0,-2.2714285714285714,-10.414285714285713,12.399999999999999,10.9,371.7142857142857,71,5.3999999999999995,0
2020,9,LU,3,0,3,2.528571428571429,-4.457142857142857,10.2,39.9,206.14285714285714,61,6.514285714285714,0
2020,9,NE,2,0,2,3.142857142857143,-5.228571428571429,6.199999999999999,8.9,165.0,0,9.857142857142858,0
2020,9,OW,3,0,2,4.485714285714286,-3.7857142857142856,10.9,2.1,223.28571428571428,0,8.185714285714285,0
2020,9,SG,5,0,2,0.8857142857142856,-6.442857142857143,14.6,29.8,245.42857142857142,71,12.542857142857143,1
2020,9,SH,3,0,2,-0.5428571428571427,-8.028571428571428,13.4,19.5,241.28571428571428,0,12.314285714285715,0
2020,9,SO,5,1,3,1.2142857142857142,-6.285714285714286,5.7,23.3,175.28571428571428,0,12.942857142857141,1
2020,9,SZ,4,0,4,1.457142857142857,-6.971428571428571,8.5,22.9,150.57142857142858,61,8.928571428571429,1
2020,9,TG,3,0,1,1.5857142857142859,-7.328571428571428,12.5,17.2,196.14285714285714,0,5.657142857142857,0
2020,9,TI,4,0,3,7.642857142857143,-0.9999999999999999,24.4,0.0,53.0,61,10.0,1
2020,9,UR,1,0,1,-0.6714285714285715,-8.428571428571429,12.899999999999999,20.5,319.42857142857144,71,10.414285714285715,0
2020,9,VD,7,1,7,4.228571428571429,-3.4,16.6,10.7,129.0,61,6.671428571428571,1
2020,9,VS,9,2,6,-2.0,-10.799999999999999,15.5,51.5,259.14285714285717,71,7.628571428571428,1
2020,9,ZG,1,0,1,1.0714285714285714,-8.071428571428571,14.4,36.2,254.71428571428572,61,14.071428571428571,0
2020,9,ZH,9,0,5,1.7857142857142858,-6.585714285714286,13.299999999999999,7.0,209.14285714285714,61,6.814285714285715,1
2020,10,AG,2,0,1,7.942857142857143,0.2714285714285714,8.9,0.0,157.0,0,11.5,0
2020,10,AI,1,0,0,8.242857142857144,1.0857142857142856,18.0,0.0,214.0,61,8.4,0
2020,10,AR,2,0,2,3.9714285714285715,-2.9,14.5,0.0,248.0,61,8.971428571428572,0
2020,10,BE,16,0,9,9.571428571428571,-0.1142857142857144,10.8,0.0,174.0,0,4.728571428571429,1
2020,10,BL,4,0,2,8.514285714285714,1.4428571428571428,27.3,0.0,185.0,61,5.457142857142857,1
2020,10,BS,2,0,2,8.657142857142857,-0.8428571428571429,7.6,0.0,201.0,0,16.285714285714285,0
2020,10,FR,8,0,4,9.62857142857143,1.3,10.9,0.0,143.0,0,6.1000000000000005,1
2020,10,GE,1,0,0,7.928571428571429,-1.0142857142857145,10.2,0.0,99.0,61,9.37142857142857,0
2020,10,GL,1,0,1,8.0,0.2571428571428571,21.2,0.0,288.0,61,7.342857142857143,0
2020,10,GR,6,0,3,3.8857142857142857,-4.171428571428572,16.4,0.0,365.85714285714283,61,7.471428571428571,1
2020,10,JU,1,0,1,7.557142857142857,-0.44285714285714306,7.7,0.0,210.0,0,14.871428571428572,0
2020,10,LU,9,1,5,8.385714285714286,-0.19999999999999998,30.299999999999997,0.0,203.0,61,11.0,1
2020,10,NE,2,0,0,8.557142857142857,1.0142857142857142,14.4,0.0,158.0,61,11.385714285714286,0
2020,10,SG,4,0,1,7.557142857142857,-0.04285714285714289,13.100000000000001,0.0,244.0,61,6.442857142857143,1
2020,10,SH,1,0,1,7.757142857142857,1.1857142857142857,14.7,0.0,241.0,61,4.785714285714286,0
2020,10,SO,3,0,1,9.385714285714286,1.8142857142857143,10.0,0.0,169.0,61,5.085714285714286,0
2020,10,SZ,1,0,0,7.3,-0.9571428571428571,9.5,0.0,144.0,61,12.942857142857145,0
2020,10,TG,2,0,1,8.328571428571427,-0.35714285714285715,12.2,0.0,195.0,61,6.2,0
2020,10,TI,4,0,2,12.442857142857141,6.0,7.7,0.0,39.0,0,10.342857142857143,1
2020,10,VD,8,0,3,9.828571428571427,1.0714285714285714,18.4,0.0,123.0,61,5.371428571428572,1
2020,10,VS,2,0,2,6.557142857142857,-1.5857142857142856,23.8,0.0,267.0,61,11.342857142857143,0
2020,10,ZG,2,0,0,6.328571428571428,-1.1142857142857143,19.0,0.0,258.0,61,9.557142857142855,0
2020,10,ZH,14,1,9,7.4,-1.5571428571428572,11.7,0.0,199.0,61,11.557142857142859,1
2020,11,AG,10,0,5,10.985714285714286,2.457142857142857,23.0,0.0,143.0,61,9.242857142857144,1
2020,11,AI,1,0,0,7.942857142857143,-0.14285714285714293,16.2,0.0,200.0,61,10.357142857142858,0
2020,11,BE,10,0,6,12.185714285714285,3.942857142857143,14.0,0.0,160.0,61,9.200000000000001,1
2020,11,BL,4,1,2,7.785714285714286,-0.9000000000000001,17.099999999999998,0.0,171.0,61,6.557142857142857,1
2020,11,BS,3,0,0,7.700000000000001,-0.2999999999999999,11.3,0.0,187.0,61,10.914285714285715,0
2020,11,FR,2,0,1,7.942857142857143,0.3428571428571429,15.2,0.0,129.0,61,2.8428571428571425,0
2020,11,GE,3,0,1,9.685714285714285,2.514285714285714,17.1,0.0,85.0,61,7.357142857142857,0
2020,11,GR,4,0,2,6.442857142857142,-2.0,15.100000000000001,0.0,353.0,61,10.985714285714284,1
2020,11,LU,10,0,6,7.085714285714286,-1.2,19.5,0.0,189.0,61,14.0,1
2020,11,NE,3,0,1,11.928571428571429,3.9857142857142853,8.7,0.0,144.0,0,9.071428571428571,0
2020,11,NW,2,0,1,8.914285714285715,0.7857142857142856,24.8,0.0,99.0,61,16.45714285714286,0
2020,11,SG,5,0,4,7.985714285714286,0.6285714285714288,14.3,0.0,230.0,0,5.714285714285714,1
2020,11,SH,3,0,2,6.271428571428571,-2.1714285714285713,15.9,0.0,227.0,61,3.4285714285714284,0
2020,11,SO,3,0,2,8.542857142857143,-0.04285714285714278,12.6,0.0,155.0,61,13.357142857142858,0
2020,11,SZ,1,0,1,9.314285714285715,1.3000000000000003,14.799999999999999,0.0,130.0,61,8.571428571428571,0
2020,11,TI,3,0,2,12.585714285714285,4.7,23.2,0.0,25.0,61,11.571428571428571,0
2020,11,VD,7,0,3,9.157142857142857,0.3428571428571428,13.6,0.0,109.0,61,10.728571428571428,1
